name,host_id,host_name,alcaldia,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Homicidio doloso,Lesiones dolosas por disparo de arma de fuego,Robo a bordo de Metrobús,Robo a casa habitación con violencia,Robo a casa habitación sin violencia,Robo a conductor/pasajero de vehículo,Robo a cuentahabiente,Robo a negocio con violencia,Robo a pasajero a bordo de microbús,Robo a pasajero a bordo de taxi,Robo a pasajero a bordo del Metro,Robo a repartidor,Robo a transeúnte en vía pública,Robo a transportista,Robo de vehículo con violencia,Robo de vehículo sin violencia,Total delitos alto impacto,Total delitos bajo impacto
"Recámara en centro de Coyoacán, cerca de la UNAM",321843014,Karen Maria,Coyoacán,19.34408,-99.16747,Private room,220,10,3,2020-07-31,0.38,2,240,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa colonial en Coyoacán,322802604,Patricia,Coyoacán,19.327,-99.14252,Private room,350,3,1,2020-03-01,0.12,1,180,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Coyoacan Center Brand New Loft 2,355243,Constanza,Coyoacán,19.34336,-99.16145,Entire home/apt,550,2,4,2020-03-31,0.41,3,261,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cuarto céntrico en la azotea cerca de Coyoacán,300805075,Ivonne,Coyoacán,19.34792,-99.14508,Private room,214,1,5,2020-04-06,0.52,3,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cuarto Rembrandt en Coyoacán,324029425,Espacio,Coyoacán,19.34895,-99.1758,Private room,1678,2,1,2020-03-23,0.14,11,179,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cuarto Picasso en Coyaocán,324029425,Espacio,Coyoacán,19.34725,-99.17747,Private room,1468,2,1,2020-01-15,0.1,11,180,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Casa Azul, Arte y Cultura",324955639,Roberto,Coyoacán,19.33046,-99.16614,Private room,400,3,3,2020-03-06,0.34,2,179,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cozy & chic Loft with great location,102120965,Claudette,Coyoacán,19.35065,-99.14803,Entire home/apt,839,2,2,2020-03-16,0.21,1,156,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación Privada con Baño y desayuno,253360112,Hostal,Coyoacán,19.3481,-99.16223,Private room,1339,1,1,2020-03-01,0.12,6,179,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Estudio moderno PA ubicado x médica Sur,34272793,Oscar,Coyoacán,19.29916,-99.15599,Entire home/apt,450,15,1,2020-04-11,0.15,7,240,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Descansa en habitación cómoda en Paseos d Taxqueña,110637506,A. Eréndira,Coyoacán,19.3493,-99.12302,Private room,249,2,2,2020-03-16,0.21,1,90,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30575,-99.15067,Private room,400,1,3,2020-03-23,0.36,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30626,-99.15225,Private room,400,1,3,2020-03-01,0.32,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.3061,-99.15159,Private room,400,1,8,2020-10-25,0.85,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30475,-99.15078,Private room,400,1,1,2020-02-23,0.12,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30666,-99.15212,Private room,400,1,1,2020-03-03,0.13,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30497,-99.15039,Private room,400,1,7,2020-10-11,0.83,26,364,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30476,-99.1508,Private room,400,1,1,2020-02-23,0.12,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30526,-99.15048,Private room,400,1,2,2020-02-23,0.24,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30622,-99.15039,Private room,400,1,2,2020-03-16,0.24,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30646,-99.15221,Private room,400,1,1,2020-02-22,0.12,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30463,-99.15023,Private room,400,1,1,2020-02-23,0.12,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación/cocina compartida frente Estadio Azteca,316547970,Javier,Coyoacán,19.30632,-99.15181,Private room,10000,1,1,2020-02-15,0.12,26,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Los Camilos,168562394,Valentina,Coyoacán,19.34495,-99.15828,Private room,1288,1,2,2020-08-29,0.57,6,323,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Habitación ideal en Coyoacán, amplia y acogedora.",133618523,Gabriela,Coyoacán,19.35277,-99.14968,Private room,524,2,3,2020-03-05,0.36,1,179,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
¡En casa! Habitación cómoda y ambiente agradable,181848945,Lina,Coyoacán,19.30776,-99.1734,Private room,210,1,3,2020-03-07,0.34,1,358,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Habitación privada en Zona Residencial, Coyoacán",327204974,Salvador,Coyoacán,19.30675,-99.11957,Private room,400,2,5,2020-03-15,0.59,1,145,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa Lulú Coyoacán,275910232,Vianey,Coyoacán,19.35008,-99.17527,Private room,5400,1,2,2020-08-29,0.57,5,350,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación Loft con Terraza privada en Coyoacán,61117142,Adriana,Coyoacán,19.33679,-99.14856,Private room,405,1,72,2020-10-22,7.83,1,162,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Departamento copilco una recámara,187708296,Josefina,Coyoacán,19.335,-99.17478,Private room,350,7,2,2020-03-15,0.22,2,54,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Alojamiento en habitación / Coyoacán CDMX,105068974,Omar  Balam,Coyoacán,19.33519,-99.15155,Private room,270,1,29,2020-10-21,3.15,1,364,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Departamento muy cerca del centro de Coyoacán,153949855,Mariana,Coyoacán,19.35015,-99.15077,Entire home/apt,700,1,2,2020-02-03,0.22,1,179,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Nueva Suite A Minimalista,330430779,Marcela,Coyoacán,19.30686,-99.188,Entire home/apt,449,2,25,2020-10-19,2.74,3,146,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Nueva Suite B Minimalista,330430779,Marcela,Coyoacán,19.30687,-99.18765,Entire home/apt,434,2,23,2020-10-20,2.53,3,168,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Nueva Suite C Minimalista,330430779,Marcela,Coyoacán,19.308770000000006,-99.18844,Entire home/apt,545,2,16,2020-10-23,1.94,3,176,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
New Studio in Coyoacan,231678739,Marco,Coyoacán,19.34844,-99.14743,Entire home/apt,566,1,13,2020-03-15,1.43,1,114,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Hola viajeros. Bienvenidos a la ciudad de México!,330715806,Edgar,Coyoacán,19.32514,-99.1408,Private room,214,1,3,2020-08-21,0.37,2,180,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Rento bonita recámara en zona de Coyoacán,274375496,Sonia,Coyoacán,19.33686,-99.12091,Private room,220,1,7,2020-03-11,0.82,2,240,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Precioso departamento privado en Coyoacán.,327883712,Martha,Coyoacán,19.31568,-99.12056,Entire home/apt,600,1,33,2020-10-11,3.79,1,176,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
VILLA LUCIANA CDMX,192707667,Minerva,Coyoacán,19.33121,-99.13494,Entire home/apt,270,1,8,2020-10-24,0.92,1,239,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Hermoso Penthouse Centro de Coyoacán, Lovely Space",30561685,Fernando,Coyoacán,19.35341,-99.15954,Entire home/apt,1600,2,2,2020-02-14,0.23,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Cozy house in Coyoacan center, Casa Aguacate",331691695,Myfanwy,Coyoacán,19.34817,-99.1708,Entire home/apt,1468,3,3,2020-10-18,0.79,1,303,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa en Coyoacán 10 min UNAM y Centro de Coyoacan,54864255,Carlos Modesto,Coyoacán,19.32152,-99.15892,Entire home/apt,600,2,2,2020-04-06,0.24,1,362,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Om Shanti Room/Lugar de Paz,332023439,Cynthia,Coyoacán,19.33444,-99.13003,Private room,350,1,2,2020-03-01,0.23,1,180,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
View Coyoacan,112081751,Myriam,Coyoacán,19.35041,-99.17583,Entire home/apt,850,2,9,2020-10-15,1.06,1,162,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación privada para una o dos personas,62065842,Tomas,Coyoacán,19.32358,-99.13117,Private room,250,1,2,2020-02-10,0.23,3,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recámara Privada  6 cuadras del Centro de Coyoacán,55669489,Jonathan,Coyoacán,19.34381,-99.1597,Private room,350,2,2,2020-03-16,0.24,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recámara Privada Barrio tipico Centro de Coyoacán,55669489,Jonathan,Coyoacán,19.34298,-99.15946,Private room,360,2,2,2020-03-10,0.25,10,113,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recámara Privada  Excelente ubicación Coyoacán,55669489,Jonathan,Coyoacán,19.34285,-99.16105,Private room,360,2,4,2020-06-25,0.47,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recámara Privada  Excelente ubicación Coyoacán,55669489,Jonathan,Coyoacán,19.34314,-99.15958,Private room,365,2,5,2020-07-14,0.6,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
2 habitaciones con 1 baño privado en Coyoacán,55669489,Jonathan,Coyoacán,19.34223,-99.1613,Private room,730,2,5,2020-03-13,0.61,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"2 habitaciones con 1 baño privado, Gran ubicación",55669489,Jonathan,Coyoacán,19.34291,-99.15972,Private room,730,2,1,2020-02-23,0.12,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cuarto cerca del centro de Coyoacán,335041706,Guadalupe,Coyoacán,19.32821,-99.14644,Private room,210,2,2,2020-03-15,0.25,1,312,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación con baño entrada independiente Coyoacán,55669489,Jonathan,Coyoacán,19.34178,-99.1598,Private room,240,2,2,2020-07-18,0.27,10,23,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Departamento independiente y muy bien ubicado,144684675,Elsa,Coyoacán,19.35076,-99.14931,Entire home/apt,450,3,3,2020-03-06,0.36,2,148,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cozy rooftop loft w/ terrace in the ♥️ of Coyoacán,335942606,Rossella,Coyoacán,19.35763,-99.1567,Entire home/apt,700,3,3,2020-03-01,0.35,1,89,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación en Coyoacán con baño privado,300805075,Ivonne,Coyoacán,19.34643,-99.14673,Private room,270,1,7,2020-08-21,1.02,3,364,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa completa con terraza privada. Coyoacán,136203553,Victoria,Coyoacán,19.34497,-99.16561,Entire home/apt,2907,1,6,2020-10-10,3.05,6,352,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Honey Loft,94547651,Angel Jesus,Coyoacán,19.34868,-99.16061,Entire home/apt,1300,1,20,2020-10-17,2.46,12,349,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
PH & jacuzzi with great view and location. South,14615536,Cassandra,Coyoacán,19.3033,-99.16887,Entire home/apt,1200,2,1,2020-08-31,0.52,1,361,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Private&super clean room Coyoacán 
cuarto privado",330014413,Elizabeth,Coyoacán,19.33039,-99.14604,Private room,300,1,6,2020-04-08,0.75,1,114,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Green Coyoacán Depto completo.,136203553,Victoria,Coyoacán,19.35152,-99.15037,Entire home/apt,736,1,28,2020-10-19,3.49,6,358,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Beautiful Coyoacan traditional house.,191199975,Laura,Coyoacán,19.3486,-99.16784,Entire home/apt,1212,1,4,2020-08-01,1.01,2,53,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa Tenoch Beautiful private studio Coyoacan,75984225,Adriana,Coyoacán,19.35573,-99.12427,Private room,290,14,6,2020-04-25,0.76,1,97,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Habitación cerca de UNAM, en centro de Coyoacán.",321843014,Karen Maria,Coyoacán,19.34499,-99.16795,Private room,220,10,1,2020-03-16,0.13,2,364,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"La Casa del Patio, in the heart of Coyoacan",163711263,Carmen,Coyoacán,19.347520000000006,-99.1707,Entire home/apt,2253,2,1,2020-03-12,0.13,1,268,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Linda habitacion /estudio muy comoda,171734303,Carolina,Coyoacán,19.35442,-99.12543,Private room,320,15,1,2020-03-24,0.14,2,90,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"3. Coyoacán Centro, Confort y Seguridad !!!",99947037,Julio,Coyoacán,19.35182,-99.14982,Private room,224,3,1,2020-03-31,0.14,5,145,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Estudio Italia Centro de Coyoacan 1 a 2 personas,64636986,Mariela,Coyoacán,19.34895,-99.16976,Private room,605,1,3,2020-03-16,0.39,3,349,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Apartment near Mexicaltzingo subway station,214532020,Shalom,Coyoacán,19.35685,-99.12203,Private room,300,1,2,2020-08-19,0.29,2,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
EL Rincon Del Gato Cozy Studio Suite in Coyoacan,65578349,Lilia,Coyoacán,19.35606,-99.16106,Entire home/apt,445,1,2,2020-08-05,0.59,1,174,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habitación Iztaccihuatl,94547651,Angel Jesus,Coyoacán,19.35128,-99.15788,Private room,900,1,5,2020-10-18,0.66,12,95,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Suite Popocatépetl.,94547651,Angel Jesus,Coyoacán,19.34973,-99.1562,Private room,1000,1,1,2020-10-02,1.0,12,12,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Cozy room in Coyoacán center,340267300,Gerardo,Coyoacán,19.35139,-99.15198,Private room,600,2,1,2020-03-29,0.14,1,299,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Hermoso loft coyoacan,117196162,Juan,Coyoacán,19.3201,-99.13429,Entire home/apt,700,1,17,2020-10-18,2.22,2,363,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa Negro Cacao,58871932,Indira,Coyoacán,19.34164,-99.14678,Entire home/apt,1500,2,3,2020-10-18,0.4,1,339,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Pequeña tranquilidad,323625527,Ana,Coyoacán,19.3038,-99.17797,Private room,420,1,4,2020-10-06,0.54,3,180,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Limpia, cómoda y segura habitación al sur de CDMX",260495469,Rosalia,Coyoacán,19.29815,-99.15538,Private room,280,2,6,2020-07-16,0.79,1,166,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Estilo de vida Exclusivo- High Park Sur Residences,270542827,Orlando,Coyoacán,19.30178,-99.16571,Entire home/apt,1500,2,7,2020-10-23,0.93,1,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"C13D5. Private department, Coapa Espartaco",322510577,Urbano Suites,Coyoacán,19.31995,-99.13374,Entire home/apt,316,2,8,2020-10-01,1.17,8,360,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recamara Chicaras,341326769,Laila America,Coyoacán,19.30325,-99.16236,Private room,750,3,1,2020-03-16,0.13,1,90,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Nice decor Suite close to Frida Kahlo Museum,69008113,Cristián,Coyoacán,19.34736,-99.16048,Private room,2329,1,1,2020-08-16,0.41,5,357,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Centro de Coyoacán Habitación con vista Jardin,64636986,Mariela,Coyoacán,19.34798,-99.16988,Private room,719,1,1,2020-09-13,0.67,3,356,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Habilitación Eudeva,341907104,Alejandro,Coyoacán,19.30551,-99.16064,Private room,834,3,1,2020-03-22,0.14,1,90,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Chill spot,146485840,Rodrigo,Coyoacán,19.34472,-99.13439,Private room,450,1,1,2020-03-29,0.14,1,269,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"México,Ciudad de México, Coyoacan, avenida iman",333367997,Jaime,Coyoacán,19.30693,-99.15967,Entire home/apt,930,2,3,2020-09-07,0.51,1,175,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
¡La Lupita Plata: en el corazón de Coyoacán!,207397473,Yuriria,Coyoacán,19.34733,-99.16159,Entire home/apt,675,2,2,2020-08-10,0.28,4,170,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Casa con balcón en Coyoacán,121404683,Pilar,Coyoacán,19.34029,-99.15005,Entire home/apt,697,1,1,2020-09-24,0.86,1,0,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Recamara amueblada (3) Privada a 3 cuadras de Unam,84350650,Antonio,Coyoacán,19.3329,-99.17599,Private room,242,1,3,2020-10-16,1.29,1,89,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
AMPLIO Y LUMINOSO DEPA EN COYOACÁN,46035038,Bianca,Coyoacán,19.34276,-99.15697,Entire home/apt,795,2,31,2020-10-17,7.62,1,246,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Lightly, cozy and comfy room!",17527001,Andrea,Coyoacán,19.35306,-99.16301,Private room,270,4,1,2020-09-30,1.0,3,240,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
Charming house in Coyoacán. 1km from FRIDA museum.,27188080,Eric,Coyoacán,19.35017,-99.15545,Entire home/apt,1093,1,2,2020-10-22,2.0,1,346,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
"Centro de Coyoacán, Aldea.",63154978,Jorge,Coyoacán,19.34246,-99.15402,Private room,380,1,1,2020-10-06,1.0,2,365,28.0,22.0,4.0,20.0,204.0,35.0,12.0,44.0,17.0,22.0,16.0,39.0,357.0,0.0,139.0,485.0,1253.0,243.0
