name,host_id,host_name,alcaldia,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Homicidio doloso,Lesiones dolosas por disparo de arma de fuego,Robo a bordo de Metrobús,Robo a casa habitación con violencia,Robo a casa habitación sin violencia,Robo a conductor/pasajero de vehículo,Robo a cuentahabiente,Robo a negocio con violencia,Robo a pasajero a bordo de microbús,Robo a pasajero a bordo de taxi,Robo a pasajero a bordo del Metro,Robo a repartidor,Robo a transeúnte en vía pública,Robo a transportista,Robo de vehículo con violencia,Robo de vehículo sin violencia,Total delitos alto impacto,Total delitos bajo impacto
Mexico City Apartment in Downtown,1996741,Leopoldo,Cuauhtémoc,19.41855,-99.13668,Entire home/apt,629,3,12,2017-10-26,0.15,1,268,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
<3 bedroom with own terrace @ La Mansion,7682248,Fherdinand,Cuauhtémoc,19.4086,-99.16262,Private room,585,3,32,2019-10-04,0.38,17,357,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing apartment Mexico City!!!,2339771,Rodrigo,Cuauhtémoc,19.41736,-99.16058,Entire home/apt,3146,2,44,2020-01-02,0.54,1,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,8282570,Thomas,Cuauhtémoc,19.41673,-99.16577,Entire home/apt,1226,3,191,2020-03-13,2.59,3,158,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Charming Apt in the best location,1326107,Jacqueline,Cuauhtémoc,19.41294,-99.15667,Entire home/apt,1050,5,36,2019-04-27,0.45,4,0,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
PASEO DE LA REFORMA+GYM+POOL,110218260,Elizabeth,Cuauhtémoc,19.43339,-99.15467,Entire home/apt,1068,2,280,2020-10-04,3.4,2,334,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
AR 218 BUSINESS HOTEL CONDESA CDMX,11401020,Mario,Cuauhtémoc,19.40671,-99.17468,Private room,3754,1,1,2018-06-06,0.03,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Bright Downtown Terrace Loft,9350608,Jessis And Friends,Cuauhtémoc,19.42831,-99.13497,Entire home/apt,1049,2,132,2019-12-26,1.63,3,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Condesa, moderno Loft alberca, gym e internet alta velocidad, Ideal Ejecutivos",7165956,Elena,Cuauhtémoc,19.41689,-99.17792,Entire home/apt,1858,30,241,2020-08-19,3.18,4,344,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Feel like in your own apartment,10211713,Karla,Cuauhtémoc,19.42073,-99.17257,Entire home/apt,907,5,276,2020-10-21,3.37,1,339,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Luxury apartments in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.41767,-99.16652,Entire home/apt,1250,3,5,2016-11-09,0.06,4,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
BRIGHT & MODERN TWO LEVEL PENTHOUSE,3887359,Sergio,Cuauhtémoc,19.42589,-99.16634,Entire home/apt,1050,1,219,2020-10-14,2.72,1,87,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.418,-99.16532,Entire home/apt,1000,3,5,2019-11-04,0.07,4,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
2 beds & private bathroom in Downtown,11841732,Karla,Cuauhtémoc,19.42792,-99.13794,Private room,566,1,122,2020-09-30,1.93,2,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Excellent location renovated Apt. Roma/Condesa,7729316,Yaniv,Cuauhtémoc,19.4171,-99.1725,Entire home/apt,821,2,87,2020-10-25,2.24,2,72,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Best Location - HISTORIC CENTER REFORMA SECURE 105,2872228,Bruce,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,731,3,11,2020-02-17,0.14,8,77,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Colonial Suite,12389380,Olivia,Cuauhtémoc,19.43794,-99.13644,Entire home/apt,2067,3,24,2019-11-14,0.3,6,208,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Best Views in the heart of Condesa,11926583,Gumaro,Cuauhtémoc,19.40987,-99.1798,Entire home/apt,1670,4,65,2020-10-03,0.82,2,202,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Loft in the fun part of Condesa,9852611,Rebeca,Cuauhtémoc,19.40857,-99.17544,Entire home/apt,1091,2,133,2019-10-31,1.65,2,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Casa El Santo,12389380,Olivia,Cuauhtémoc,19.43815,-99.13644,Entire home/apt,1440,3,37,2020-02-29,0.46,6,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Art Deco in Condesa King,12910391,Alejandro,Cuauhtémoc,19.41208,-99.17668,Private room,1253,2,71,2020-03-05,1.04,3,352,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful Hideaway in Historic Building Across from the Park,12992813,Roberto,Cuauhtémoc,19.42256,-99.16074,Entire home/apt,1649,2,237,2020-09-17,3.24,2,282,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
BALCONY & PRIVATE ROOFTOP Luminous 60Mb WIFI speed,4796027,Marco,Cuauhtémoc,19.4218,-99.16474,Entire home/apt,2046,2,162,2020-09-30,2.18,3,349,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Luxury Apt. at Paseo de la Reforma,11513316,Fernando,Cuauhtémoc,19.42594,-99.16625,Entire home/apt,1712,2,184,2020-10-12,2.79,1,311,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Apartment w/ terrace (2 rooms 3 baths) @ Roma,13323021,Horacio,Cuauhtémoc,19.41665,-99.16225,Entire home/apt,1148,1,25,2019-01-03,0.31,3,0,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Luxury Apartments in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.41832,-99.16471,Entire home/apt,1250,3,3,2015-04-10,0.04,4,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing 2BR in Condesa with fantastic City View,2072566,Juan,Cuauhtémoc,19.41324,-99.17177,Entire home/apt,3175,4,95,2020-03-03,1.57,1,172,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Big apartment Condesa México City,13776595,Raúl,Cuauhtémoc,19.4063,-99.17102,Private room,939,2,77,2017-10-05,0.97,1,363,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Great apartment Mexico city center,13969223,Lupita,Cuauhtémoc,19.4451,-99.15657,Entire home/apt,835,2,67,2020-02-19,0.92,1,170,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Dine on the Vine-covered Terrace at a Tranquil Condesa Oasis,12175785,Lu,Cuauhtémoc,19.41731,-99.1715,Entire home/apt,2609,30,121,2020-03-15,1.6,1,82,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,Cuauhtémoc,19.41875,-99.16545,Entire home/apt,1000,3,5,2020-10-05,0.06,4,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private Room with perfect location,4093881,Marco Y David,Cuauhtémoc,19.42963,-99.17329,Private room,438,2,27,2019-11-03,0.43,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
2 bedroom apt in Colonia Juarez,2281290,Suites,Cuauhtémoc,19.42642,-99.1595,Hotel room,3042,2,4,2020-08-30,0.2,44,269,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Departamento Superior Roma/ Norte- Sanitized,2281290,Suites,Cuauhtémoc,19.42536,-99.16043,Entire home/apt,797,1,33,2019-03-19,0.42,44,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cute and cosy downtown suite,9350608,Jessis And Friends,Cuauhtémoc,19.42854,-99.13592,Entire home/apt,671,3,72,2020-09-16,0.92,3,342,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
#Incredible location & cozy home!!!,15451517,Casa De Mi Morenita,Cuauhtémoc,19.42182,-99.15899,Entire home/apt,939,2,92,2020-03-21,1.2,1,295,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
BEAUTIFUL ROOM IN TRENDY CONDESA...,1969996,Gloria,Cuauhtémoc,19.40646,-99.17588,Private room,856,1,6,2018-11-19,0.08,5,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
beatiful two bedroom apartment,15981957,Carlos,Cuauhtémoc,19.41343,-99.16167,Entire home/apt,1461,2,121,2020-09-13,1.56,2,297,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"CENTRE, SPACIOUS  SECURE, Tours 306⚡",2872228,Bruce,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1428,2,35,2020-03-30,0.5,8,249,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cama dormitorio compartido,8539814,Bernardo,Cuauhtémoc,19.41907,-99.17129,Shared room,248,1,16,2020-03-14,0.35,7,1,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Casa con dos dormitorios 9 personas,8539814,Bernardo,Cuauhtémoc,19.41798,-99.17052,Entire home/apt,170,1,33,2019-11-23,0.45,7,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Great apartment in Condesa + Pool + Parking,25284130,Yhara,Cuauhtémoc,19.41591,-99.17525,Entire home/apt,2296,2,179,2020-03-17,3.51,3,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"SUNNY , NICE ROOM TRENDY CONDESA...",1969996,Gloria,Cuauhtémoc,19.40646,-99.17535,Private room,856,3,3,2018-09-08,0.05,5,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Little room near Colonia Condesa,16118272,Fereshde,Cuauhtémoc,19.40495,-99.17371,Private room,210,1,1,2016-07-29,0.02,1,25,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Amazing Loft @ Iconic Building R27,16636749,Ximena,Cuauhtémoc,19.43547,-99.15318,Entire home/apt,2088,3,102,2020-08-09,1.44,2,338,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Cozzy Studio In Condesa, Mexico DF",16639078,Veronica,Cuauhtémoc,19.40596,-99.17049,Entire home/apt,886,2,67,2020-10-07,1.01,1,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Deluxe room with balcony,8069764,Pico,Cuauhtémoc,19.42379,-99.15537,Private room,1250,1,3,2017-02-04,0.04,8,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy in the Juarez! Short or Long stay!,2346707,Margarita,Cuauhtémoc,19.42646,-99.16036,Entire home/apt,978,3,30,2019-08-08,0.48,3,227,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
NEW nice clean illuminated located,10917267,Christian,Cuauhtémoc,19.42091,-99.17014,Entire home/apt,1387,1,153,2020-08-13,1.98,13,54,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Comfortable apartment in La Condesa,198640,Luis,Cuauhtémoc,19.41043,-99.17652,Entire home/apt,600,2,162,2020-03-15,2.09,1,180,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
HABITACIÓN CENTRICA,16297760,Dorian,Cuauhtémoc,19.41907,-99.16081,Private room,585,1,3,2015-12-03,0.04,1,363,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Nice spacious apartment in Condesa,15943778,Yvonne,Cuauhtémoc,19.40645,-99.16959,Entire home/apt,1148,5,10,2019-03-07,0.14,2,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Penthouse with terrace in Colonia Roma by Condesa,18015070,Maria Del Pilar,Cuauhtémoc,19.41221,-99.16077,Entire home/apt,1232,4,153,2020-10-02,2.01,7,303,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Great apartment in Roma Sur, the best location",16642623,Rudy,Cuauhtémoc,19.407020000000006,-99.16002,Entire home/apt,800,2,16,2019-11-18,0.53,1,327,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Independent stay near Independence Angel - Reforma,18112590,Carlos,Cuauhtémoc,19.43224,-99.16942,Entire home/apt,477,1,215,2020-09-12,5.07,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Mini loft at great location,3320356,Fede,Cuauhtémoc,19.42297,-99.16749,Entire home/apt,1497,2,293,2020-03-21,3.99,3,352,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Excelente Apartamento Centro CDMX para Ejecutivos,7165956,Elena,Cuauhtémoc,19.42727,-99.14973,Entire home/apt,1087,30,61,2020-03-21,2.1,4,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Awesome Reforma Avenue Apartment,18703154,Alejandro,Cuauhtémoc,19.43236,-99.15652,Private room,1357,1,5,2018-11-19,0.07,1,298,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
An oasis garden duplex in Condesa,4470531,Sofia,Cuauhtémoc,19.41557,-99.17292,Entire home/apt,1670,5,11,2018-12-29,0.2,1,117,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private Room in Downtown Mexico City,1502998,Natalia,Cuauhtémoc,19.45171,-99.16033,Private room,315,2,5,2018-11-19,0.09,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy bright room in Roma Norte!!,10249840,José Carlos,Cuauhtémoc,19.4174,-99.16169,Private room,480,2,54,2019-03-29,0.74,1,23,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"EXQUISITE 160 SQ MTRS APRTM (1,780 sq feet)",7766326,Jose Manuel,Cuauhtémoc,19.41149,-99.17281,Entire home/apt,1858,1,99,2020-09-01,1.34,2,226,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Comfortable and Spacious Town House in Rome North,19712702,Sary,Cuauhtémoc,19.42189,-99.17079,Entire home/apt,2598,14,133,2020-03-16,2.25,1,81,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
In the heart of La Condesa,2653797,Belén,Cuauhtémoc,19.41291,-99.17511,Private room,360,1,16,2020-01-29,0.27,2,358,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"15th floor apartment Roma Norte, Mexico City",10731286,Larren,Cuauhtémoc,19.42044,-99.16682,Entire home/apt,834,2,247,2020-10-19,5.75,2,301,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Pequeño departamento con vista a Bellas Artes,19979617,Analia,Cuauhtémoc,19.43728,-99.14224,Entire home/apt,678,3,227,2020-10-01,3.03,4,2,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Lovely Room Downtown,17551851,Ayesha,Cuauhtémoc,19.43522,-99.13684,Private room,300,1,43,2020-04-25,0.57,1,56,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Paseo de la Reforma, New building , great view!",17822196,Rodrigo,Cuauhtémoc,19.43496,-99.15105,Entire home/apt,793,3,28,2020-10-17,0.37,2,88,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Colonial Terrace,12389380,Olivia,Cuauhtémoc,19.43815,-99.13644,Entire home/apt,1461,3,26,2020-03-09,0.36,6,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Entire Apartment in Colonia Centro,6790709,Scott,Cuauhtémoc,19.42881,-99.14792,Entire home/apt,564,3,67,2020-03-17,0.92,1,350,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Pretty Pretty Pretty Apt Indoor-Outdoor Space in La Roma,6522855,Salvador,Cuauhtémoc,19.41964,-99.16893,Entire home/apt,1580,1,324,2020-10-18,4.32,2,354,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Cozy Penthouse in Roma Norte,4028100,Ian,Cuauhtémoc,19.41187,-99.15769,Entire home/apt,700,5,48,2020-02-24,0.65,2,255,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Heart of the hippest hood in DF,3611390,Eli,Cuauhtémoc,19.4089,-99.17479,Shared room,299,2,75,2020-03-16,1.15,1,179,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Nice furnished apartmt in Mex City- Roma Norte,20442452,Ernesto,Cuauhtémoc,19.42139,-99.16748,Entire home/apt,1232,3,29,2020-03-30,0.4,1,62,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Bon vivant apartment,18822337,Ruben,Cuauhtémoc,19.45254,-99.16312,Entire home/apt,1028,1,36,2020-03-03,0.56,2,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Great duplex near Roma/Zona Rosa,20667217,Diego,Cuauhtémoc,19.43412,-99.16068,Entire home/apt,4175,2,8,2016-01-06,0.11,3,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Beautiful Cozy Private room RomaNte,20738791,Salvador,Cuauhtémoc,19.42164,-99.16834,Private room,743,1,8,2020-03-05,0.11,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Private studio apartment Roma Sur authentic CDMX,20905627,Victor,Cuauhtémoc,19.4049,-99.16206,Entire home/apt,626,2,120,2020-09-07,1.66,1,341,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Hotelito San Rafael,21131434,Miguel,Cuauhtémoc,19.44018,-99.16178,Private room,500,1,83,2020-03-12,1.19,1,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Beautiful, sunny and airy apartment!",19810723,Berenice,Cuauhtémoc,19.42066,-99.15357,Entire home/apt,885,3,97,2020-09-28,1.31,1,293,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Ecléctico PH con increible vista, depa compartido",20976328,Gonzalo,Cuauhtémoc,19.43091,-99.17228,Private room,450,2,51,2020-03-12,0.72,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
CHIC APARTMENT in the heart of CDMX w/RoofGarden,21822760,Marcela Veronica,Cuauhtémoc,19.4347,-99.17017,Entire home/apt,406,2,34,2019-08-31,0.71,1,205,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
"Great location, amazing neighborhood: Downtown MX",21491265,Luz,Cuauhtémoc,19.43121,-99.14674,Entire home/apt,850,2,40,2020-03-22,2.37,1,361,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
En el corazón de Reforma,2337914,Enrique,Cuauhtémoc,19.42896,-99.17025,Entire home/apt,2923,2,7,2019-06-28,0.11,9,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Bonito Apartamento Art Déco en el Barrio Condesa,21970685,Rocio,Cuauhtémoc,19.41104,-99.17168,Entire home/apt,731,5,374,2020-03-16,5.09,3,55,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Kingsize bedroom & private bathroom @ La Mansion,7682248,Fherdinand,Cuauhtémoc,19.40885,-99.16324,Private room,626,3,36,2020-02-12,0.5,17,357,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Big Tower Loft @ La Mansion,7682248,Fherdinand,Cuauhtémoc,19.40907,-99.16243,Entire home/apt,939,3,16,2019-04-26,0.26,17,89,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Nice room with private bathroom @ La Mansion.,7682248,Fherdinand,Cuauhtémoc,19.4101,-99.16233,Private room,585,3,26,2020-03-05,0.36,17,357,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
At the heart of Mexico City,9147711,Bernardo,Cuauhtémoc,19.42699,-99.1351,Private room,419,1,361,2020-03-15,4.93,1,365,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
Spacious room with private terrace @La Mansión,7682248,Fherdinand,Cuauhtémoc,19.40856,-99.16342,Private room,522,2,52,2020-03-02,0.72,17,364,81.0,45.0,140.0,24.0,275.0,148.0,23.0,101.0,6.0,32.0,165.0,90.0,881.0,2.0,66.0,284.0,1932.0,563.0
